Thu 22 Dec 2022 05:27:38 PM KST
NODELIST=vll1
MASTER_ADDR=vll1
conda 22.9.0
Python 3.8.11
Vit is used
[INFO] main.py:39 > Namespace(agem_batch=240, batchsize=16, data_dir='/local_datasets/puridiver/cifar100', dataset='cifar100', debug=False, distilling=True, eval_period=100, gpu_transform=True, imp_update_period=1, init_model=False, init_opt=False, log_path='results', lr=0.001, lr_length=10, lr_period=10, lr_step=0.95, m=10, memory_epoch=256, memory_size=2000, mir_cands=50, mode='Finetuning', model_name='vit', n=50, n_tasks=10, n_worker=0, note='(Finetuning)_iblurry_cifar100_3epoch', num_gpus=1, online_iter=3.0, opt_name='sgd', reg_coef=100, rnd_seed=1, sched_name='cos', temp_batchsize=None, topk=1, transforms=['cutmix', 'autoaug'], use_amp=True, workers_per_gpu=1)
[INFO] main.py:48 > Set the device (cuda)
[INFO] main.py:94 > Using train-transforms Compose(
    RandomCrop(size=(32, 32), padding=4)
    RandomHorizontalFlip(p=0.5)
    AutoAugment(policy=AutoAugmentPolicy.CIFAR10, fill=None)
    ConvertImageDtype()
    Normalize(mean=(0.5071, 0.4867, 0.4408), std=(0.2675, 0.2565, 0.2761))
)
[INFO] main.py:104 > [1] Select a CIL method (Finetuning)
[INFO] main.py:110 > [2] Incrementally training 10 tasks

##################################################
# Task 0 iteration
##################################################

[INFO] main.py:123 > [2-1] Prepare a datalist for the current task
[INFO] Finetuning.py:205 > Train | Sample # 8 | train_loss 1.5452 | train_acc 0.5833 | lr 0.000402 | running_time 0:00:03 | ETA 5:20:06
[INFO] Finetuning.py:205 > Train | Sample # 312 | train_loss 0.5092 | train_acc 0.9062 | lr 0.000070 | running_time 0:01:30 | ETA 3:59:41
[INFO] Finetuning.py:205 > Train | Sample # 320 | train_loss 0.7133 | train_acc 0.7708 | lr 0.000037 | running_time 0:01:32 | ETA 3:58:23
[INFO] Finetuning.py:205 > Train | Sample # 328 | train_loss 0.5988 | train_acc 0.8542 | lr 0.000014 | running_time 0:01:33 | ETA 3:57:11
[INFO] Finetuning.py:205 > Train | Sample # 336 | train_loss 0.5815 | train_acc 0.8516 | lr 0.000002 | running_time 0:01:35 | ETA 3:56:00
[INFO] Finetuning.py:205 > Train | Sample # 344 | train_loss 0.5068 | train_acc 0.8854 | lr 0.001000 | running_time 0:01:37 | ETA 3:54:53
[INFO] Finetuning.py:205 > Train | Sample # 352 | train_loss 0.6448 | train_acc 0.8490 | lr 0.000997 | running_time 0:01:39 | ETA 3:53:50
[INFO] Finetuning.py:205 > Train | Sample # 360 | train_loss 0.7578 | train_acc 0.8099 | lr 0.000992 | running_time 0:01:41 | ETA 3:52:49
[INFO] Finetuning.py:205 > Train | Sample # 368 | train_loss 0.4896 | train_acc 0.9036 | lr 0.000985 | running_time 0:01:43 | ETA 3:51:50
[INFO] Finetuning.py:205 > Train | Sample # 376 | train_loss 0.6044 | train_acc 0.8438 | lr 0.000974 | running_time 0:01:44 | ETA 3:50:55
[INFO] Finetuning.py:205 > Train | Sample # 384 | train_loss 0.5499 | train_acc 0.8776 | lr 0.000961 | running_time 0:01:46 | ETA 3:49:59
[INFO] Finetuning.py:205 > Train | Sample # 392 | train_loss 0.7513 | train_acc 0.8125 | lr 0.000946 | running_time 0:01:48 | ETA 3:49:08
[INFO] Finetuning.py:205 > Train | Sample # 400 | train_loss 0.5715 | train_acc 0.8464 | lr 0.000928 | running_time 0:01:50 | ETA 3:48:17
[INFO] Finetuning.py:215 > Test | Sample # 400 | test_loss 2.0837 | test_acc 0.5283 | 
[INFO] Finetuning.py:205 > Train | Sample # 408 | train_loss 0.4838 | train_acc 0.8594 | lr 0.000908 | running_time 0:02:00 | ETA 4:05:07
[INFO] Finetuning.py:205 > Train | Sample # 416 | train_loss 0.5542 | train_acc 0.8542 | lr 0.000886 | running_time 0:02:02 | ETA 4:04:01
[INFO] Finetuning.py:205 > Train | Sample # 424 | train_loss 0.6606 | train_acc 0.8177 | lr 0.000861 | running_time 0:02:04 | ETA 4:02:57
[INFO] Finetuning.py:205 > Train | Sample # 432 | train_loss 0.5349 | train_acc 0.8438 | lr 0.000835 | running_time 0:02:06 | ETA 4:01:56
[INFO] Finetuning.py:205 > Train | Sample # 440 | train_loss 0.6670 | train_acc 0.8021 | lr 0.000806 | running_time 0:02:08 | ETA 4:00:56
[INFO] Finetuning.py:205 > Train | Sample # 448 | train_loss 0.5589 | train_acc 0.8646 | lr 0.000777 | running_time 0:02:10 | ETA 3:59:59
[INFO] Finetuning.py:205 > Train | Sample # 456 | train_loss 0.4854 | train_acc 0.9167 | lr 0.000745 | running_time 0:02:12 | ETA 3:59:03
[INFO] Finetuning.py:205 > Train | Sample # 464 | train_loss 0.7011 | train_acc 0.7995 | lr 0.000712 | running_time 0:02:13 | ETA 3:58:09
[INFO] Finetuning.py:205 > Train | Sample # 472 | train_loss 0.6290 | train_acc 0.8047 | lr 0.000679 | running_time 0:02:15 | ETA 3:57:17
[INFO] Finetuning.py:205 > Train | Sample # 480 | train_loss 0.6015 | train_acc 0.8646 | lr 0.000644 | running_time 0:02:17 | ETA 3:56:27
[INFO] Finetuning.py:205 > Train | Sample # 488 | train_loss 0.7148 | train_acc 0.8542 | lr 0.000608 | running_time 0:02:19 | ETA 3:55:39
[INFO] Finetuning.py:205 > Train | Sample # 496 | train_loss 0.6881 | train_acc 0.8646 | lr 0.000572 | running_time 0:02:21 | ETA 3:54:52
[INFO] Finetuning.py:215 > Test | Sample # 500 | test_loss 1.7382 | test_acc 0.5592 | 
[INFO] Finetuning.py:205 > Train | Sample # 504 | train_loss 0.6547 | train_acc 0.8594 | lr 0.000535 | running_time 0:02:32 | ETA 4:10:16
[INFO] Finetuning.py:205 > Train | Sample # 512 | train_loss 0.5148 | train_acc 0.8594 | lr 0.000498 | running_time 0:02:34 | ETA 4:09:16
[INFO] Finetuning.py:205 > Train | Sample # 520 | train_loss 0.6549 | train_acc 0.7839 | lr 0.000462 | running_time 0:02:36 | ETA 4:08:18
[INFO] Finetuning.py:205 > Train | Sample # 528 | train_loss 0.5179 | train_acc 0.8281 | lr 0.000425 | running_time 0:02:38 | ETA 4:07:22
[INFO] Finetuning.py:205 > Train | Sample # 536 | train_loss 0.4136 | train_acc 0.9323 | lr 0.000389 | running_time 0:02:40 | ETA 4:06:27
[INFO] Finetuning.py:205 > Train | Sample # 544 | train_loss 0.6397 | train_acc 0.8698 | lr 0.000353 | running_time 0:02:42 | ETA 4:05:34
[INFO] Finetuning.py:205 > Train | Sample # 552 | train_loss 0.6307 | train_acc 0.7760 | lr 0.000319 | running_time 0:02:43 | ETA 4:04:42
[INFO] Finetuning.py:205 > Train | Sample # 560 | train_loss 0.4039 | train_acc 0.8932 | lr 0.000285 | running_time 0:02:45 | ETA 4:03:52
[INFO] Finetuning.py:205 > Train | Sample # 568 | train_loss 0.6359 | train_acc 0.8620 | lr 0.000252 | running_time 0:02:47 | ETA 4:03:02
[INFO] Finetuning.py:205 > Train | Sample # 576 | train_loss 0.6396 | train_acc 0.8776 | lr 0.000221 | running_time 0:02:49 | ETA 4:02:13
[INFO] Finetuning.py:205 > Train | Sample # 584 | train_loss 0.5982 | train_acc 0.8594 | lr 0.000191 | running_time 0:02:51 | ETA 4:01:26
[INFO] Finetuning.py:205 > Train | Sample # 592 | train_loss 0.3545 | train_acc 0.9271 | lr 0.000163 | running_time 0:02:53 | ETA 4:00:41
[INFO] Finetuning.py:205 > Train | Sample # 600 | train_loss 0.3179 | train_acc 0.9193 | lr 0.000137 | running_time 0:02:54 | ETA 3:59:56
[INFO] Finetuning.py:215 > Test | Sample # 600 | test_loss 2.0759 | test_acc 0.5236 | 
[INFO] Finetuning.py:205 > Train | Sample # 608 | train_loss 0.4727 | train_acc 0.8333 | lr 0.000113 | running_time 0:03:07 | ETA 4:13:36
[INFO] Finetuning.py:205 > Train | Sample # 616 | train_loss 0.3945 | train_acc 0.9193 | lr 0.000090 | running_time 0:03:09 | ETA 4:12:44
[INFO] Finetuning.py:205 > Train | Sample # 624 | train_loss 0.6419 | train_acc 0.8229 | lr 0.000070 | running_time 0:03:10 | ETA 4:11:52
[INFO] Finetuning.py:205 > Train | Sample # 632 | train_loss 0.8315 | train_acc 0.7578 | lr 0.000053 | running_time 0:03:12 | ETA 4:11:02
[INFO] Finetuning.py:205 > Train | Sample # 640 | train_loss 1.1078 | train_acc 0.7630 | lr 0.000037 | running_time 0:03:14 | ETA 4:10:13
[INFO] Finetuning.py:205 > Train | Sample # 648 | train_loss 0.5556 | train_acc 0.8411 | lr 0.000025 | running_time 0:03:16 | ETA 4:09:24
[INFO] Finetuning.py:205 > Train | Sample # 656 | train_loss 0.7937 | train_acc 0.8099 | lr 0.000015 | running_time 0:03:18 | ETA 4:08:38
[INFO] Finetuning.py:205 > Train | Sample # 664 | train_loss 0.5312 | train_acc 0.8229 | lr 0.000007 | running_time 0:03:20 | ETA 4:07:52
[INFO] Finetuning.py:205 > Train | Sample # 672 | train_loss 0.6924 | train_acc 0.8307 | lr 0.000002 | running_time 0:03:22 | ETA 4:07:08
[INFO] Finetuning.py:205 > Train | Sample # 680 | train_loss 0.6426 | train_acc 0.7865 | lr 0.000000 | running_time 0:03:23 | ETA 4:06:24
[INFO] Finetuning.py:205 > Train | Sample # 688 | train_loss 0.7979 | train_acc 0.7708 | lr 0.001000 | running_time 0:03:25 | ETA 4:05:40
[INFO] Finetuning.py:205 > Train | Sample # 696 | train_loss 0.8206 | train_acc 0.7448 | lr 0.000999 | running_time 0:03:27 | ETA 4:04:59
[INFO] Finetuning.py:215 > Test | Sample # 700 | test_loss 1.9198 | test_acc 0.5147 | 
[INFO] Finetuning.py:205 > Train | Sample # 704 | train_loss 0.6060 | train_acc 0.8359 | lr 0.000998 | running_time 0:03:40 | ETA 4:17:35
[INFO] Finetuning.py:205 > Train | Sample # 712 | train_loss 0.7830 | train_acc 0.7812 | lr 0.000995 | running_time 0:03:42 | ETA 4:16:45
[INFO] Finetuning.py:205 > Train | Sample # 720 | train_loss 0.6047 | train_acc 0.8333 | lr 0.000993 | running_time 0:03:44 | ETA 4:15:57
[INFO] Finetuning.py:205 > Train | Sample # 728 | train_loss 0.5717 | train_acc 0.8568 | lr 0.000989 | running_time 0:03:46 | ETA 4:15:09
[INFO] Finetuning.py:205 > Train | Sample # 736 | train_loss 0.7550 | train_acc 0.8125 | lr 0.000985 | running_time 0:03:48 | ETA 4:14:23
[INFO] Finetuning.py:205 > Train | Sample # 744 | train_loss 0.7470 | train_acc 0.7526 | lr 0.000980 | running_time 0:03:49 | ETA 4:13:38
[INFO] Finetuning.py:205 > Train | Sample # 752 | train_loss 0.6776 | train_acc 0.8411 | lr 0.000975 | running_time 0:03:51 | ETA 4:12:54
[INFO] Finetuning.py:205 > Train | Sample # 760 | train_loss 0.5926 | train_acc 0.7995 | lr 0.000968 | running_time 0:03:53 | ETA 4:12:11
[INFO] Finetuning.py:205 > Train | Sample # 768 | train_loss 0.5490 | train_acc 0.8672 | lr 0.000962 | running_time 0:03:55 | ETA 4:11:28
[INFO] Finetuning.py:205 > Train | Sample # 776 | train_loss 0.6535 | train_acc 0.8229 | lr 0.000954 | running_time 0:03:57 | ETA 4:10:47
[INFO] Finetuning.py:205 > Train | Sample # 784 | train_loss 0.5399 | train_acc 0.8255 | lr 0.000946 | running_time 0:03:59 | ETA 4:10:05
[INFO] Finetuning.py:205 > Train | Sample # 792 | train_loss 0.4952 | train_acc 0.8672 | lr 0.000938 | running_time 0:04:00 | ETA 4:09:26
[INFO] Finetuning.py:205 > Train | Sample # 800 | train_loss 0.7093 | train_acc 0.8307 | lr 0.000928 | running_time 0:04:02 | ETA 4:08:46
[INFO] Finetuning.py:215 > Test | Sample # 800 | test_loss 2.6927 | test_acc 0.4188 | 
[INFO] Finetuning.py:205 > Train | Sample # 808 | train_loss 0.4102 | train_acc 0.9115 | lr 0.000919 | running_time 0:04:17 | ETA 4:20:49
[INFO] Finetuning.py:205 > Train | Sample # 816 | train_loss 0.3452 | train_acc 0.9193 | lr 0.000908 | running_time 0:04:18 | ETA 4:20:04
[INFO] Finetuning.py:205 > Train | Sample # 824 | train_loss 0.5511 | train_acc 0.8464 | lr 0.000897 | running_time 0:04:20 | ETA 4:19:19
[INFO] Finetuning.py:205 > Train | Sample # 832 | train_loss 0.6459 | train_acc 0.7995 | lr 0.000886 | running_time 0:04:22 | ETA 4:18:35
[INFO] Finetuning.py:205 > Train | Sample # 840 | train_loss 0.6856 | train_acc 0.8385 | lr 0.000874 | running_time 0:04:24 | ETA 4:17:52
[INFO] Finetuning.py:205 > Train | Sample # 848 | train_loss 0.8246 | train_acc 0.8125 | lr 0.000862 | running_time 0:04:26 | ETA 4:17:10
[INFO] Finetuning.py:205 > Train | Sample # 856 | train_loss 1.0630 | train_acc 0.6979 | lr 0.000849 | running_time 0:04:28 | ETA 4:16:30
[INFO] Finetuning.py:205 > Train | Sample # 864 | train_loss 0.6266 | train_acc 0.8099 | lr 0.000835 | running_time 0:04:29 | ETA 4:15:49
[INFO] Finetuning.py:205 > Train | Sample # 872 | train_loss 0.8674 | train_acc 0.7812 | lr 0.000821 | running_time 0:04:31 | ETA 4:15:09
[INFO] Finetuning.py:205 > Train | Sample # 880 | train_loss 0.5670 | train_acc 0.8177 | lr 0.000807 | running_time 0:04:33 | ETA 4:14:29
[INFO] Finetuning.py:205 > Train | Sample # 888 | train_loss 0.4831 | train_acc 0.8620 | lr 0.000792 | running_time 0:04:35 | ETA 4:13:51
[INFO] Finetuning.py:205 > Train | Sample # 896 | train_loss 0.5656 | train_acc 0.8464 | lr 0.000777 | running_time 0:04:37 | ETA 4:13:12
[INFO] Finetuning.py:215 > Test | Sample # 900 | test_loss 2.6423 | test_acc 0.4344 | 
[INFO] Finetuning.py:205 > Train | Sample # 904 | train_loss 0.4617 | train_acc 0.8724 | lr 0.000762 | running_time 0:04:52 | ETA 4:24:58
[INFO] Finetuning.py:205 > Train | Sample # 912 | train_loss 0.7628 | train_acc 0.7682 | lr 0.000746 | running_time 0:04:54 | ETA 4:24:15
[INFO] Finetuning.py:205 > Train | Sample # 920 | train_loss 0.5275 | train_acc 0.8724 | lr 0.000730 | running_time 0:04:56 | ETA 4:23:33
[INFO] Finetuning.py:205 > Train | Sample # 928 | train_loss 0.7188 | train_acc 0.7865 | lr 0.000713 | running_time 0:04:58 | ETA 4:22:51
[INFO] Finetuning.py:205 > Train | Sample # 936 | train_loss 0.5647 | train_acc 0.8125 | lr 0.000696 | running_time 0:05:00 | ETA 4:22:10
[INFO] Finetuning.py:205 > Train | Sample # 944 | train_loss 0.5233 | train_acc 0.8776 | lr 0.000679 | running_time 0:05:01 | ETA 4:21:29
[INFO] Finetuning.py:205 > Train | Sample # 952 | train_loss 0.4871 | train_acc 0.8333 | lr 0.000662 | running_time 0:05:03 | ETA 4:20:49
[INFO] Finetuning.py:205 > Train | Sample # 960 | train_loss 0.4400 | train_acc 0.8672 | lr 0.000644 | running_time 0:05:05 | ETA 4:20:10
[INFO] Finetuning.py:205 > Train | Sample # 968 | train_loss 0.6147 | train_acc 0.8620 | lr 0.000627 | running_time 0:05:07 | ETA 4:19:30
[INFO] Finetuning.py:205 > Train | Sample # 976 | train_loss 0.6031 | train_acc 0.8438 | lr 0.000609 | running_time 0:05:09 | ETA 4:18:52
[INFO] Finetuning.py:205 > Train | Sample # 984 | train_loss 0.5426 | train_acc 0.8646 | lr 0.000591 | running_time 0:05:11 | ETA 4:18:15
[INFO] Finetuning.py:205 > Train | Sample # 992 | train_loss 0.4744 | train_acc 0.8646 | lr 0.000573 | running_time 0:05:12 | ETA 4:17:38
[INFO] Finetuning.py:205 > Train | Sample # 1000 | train_loss 0.9629 | train_acc 0.7266 | lr 0.000554 | running_time 0:05:14 | ETA 4:17:01
[INFO] Finetuning.py:215 > Test | Sample # 1000 | test_loss 2.4750 | test_acc 0.4800 | 
[INFO] Finetuning.py:205 > Train | Sample # 1008 | train_loss 0.3802 | train_acc 0.9036 | lr 0.000536 | running_time 0:05:30 | ETA 4:28:07
[INFO] Finetuning.py:205 > Train | Sample # 1016 | train_loss 0.9549 | train_acc 0.7109 | lr 0.000518 | running_time 0:05:32 | ETA 4:27:27
[INFO] Finetuning.py:205 > Train | Sample # 1024 | train_loss 0.5846 | train_acc 0.8568 | lr 0.000499 | running_time 0:05:34 | ETA 4:26:47
[INFO] Finetuning.py:205 > Train | Sample # 1032 | train_loss 0.7909 | train_acc 0.8516 | lr 0.000481 | running_time 0:05:36 | ETA 4:26:07
[INFO] Finetuning.py:205 > Train | Sample # 1040 | train_loss 0.5271 | train_acc 0.8516 | lr 0.000462 | running_time 0:05:38 | ETA 4:25:28
[INFO] Finetuning.py:205 > Train | Sample # 1048 | train_loss 0.6948 | train_acc 0.8411 | lr 0.000444 | running_time 0:05:40 | ETA 4:24:50
[INFO] Finetuning.py:205 > Train | Sample # 1056 | train_loss 0.4827 | train_acc 0.8411 | lr 0.000426 | running_time 0:05:42 | ETA 4:24:12
[INFO] Finetuning.py:205 > Train | Sample # 1064 | train_loss 0.5237 | train_acc 0.8828 | lr 0.000408 | running_time 0:05:43 | ETA 4:23:35
[INFO] Finetuning.py:205 > Train | Sample # 1072 | train_loss 0.5449 | train_acc 0.8333 | lr 0.000390 | running_time 0:05:45 | ETA 4:22:58
[INFO] Finetuning.py:205 > Train | Sample # 1080 | train_loss 0.3925 | train_acc 0.9271 | lr 0.000372 | running_time 0:05:47 | ETA 4:22:21
[INFO] Finetuning.py:205 > Train | Sample # 1088 | train_loss 0.6397 | train_acc 0.8490 | lr 0.000354 | running_time 0:05:49 | ETA 4:21:45
[INFO] Finetuning.py:205 > Train | Sample # 1096 | train_loss 0.8035 | train_acc 0.7786 | lr 0.000337 | running_time 0:05:51 | ETA 4:21:10
[INFO] Finetuning.py:215 > Test | Sample # 1100 | test_loss 2.0746 | test_acc 0.4727 | 
[INFO] Finetuning.py:205 > Train | Sample # 1104 | train_loss 0.4666 | train_acc 0.8750 | lr 0.000319 | running_time 0:06:08 | ETA 4:32:05
[INFO] Finetuning.py:205 > Train | Sample # 1112 | train_loss 0.4185 | train_acc 0.8724 | lr 0.000302 | running_time 0:06:10 | ETA 4:31:26
[INFO] Finetuning.py:205 > Train | Sample # 1120 | train_loss 0.4182 | train_acc 0.9141 | lr 0.000286 | running_time 0:06:12 | ETA 4:30:47
[INFO] Finetuning.py:205 > Train | Sample # 1128 | train_loss 0.4396 | train_acc 0.8568 | lr 0.000269 | running_time 0:06:14 | ETA 4:30:08
[INFO] Finetuning.py:205 > Train | Sample # 1136 | train_loss 0.6919 | train_acc 0.8151 | lr 0.000253 | running_time 0:06:15 | ETA 4:29:30
[INFO] Finetuning.py:205 > Train | Sample # 1144 | train_loss 0.5241 | train_acc 0.8385 | lr 0.000237 | running_time 0:06:17 | ETA 4:28:53
[INFO] Finetuning.py:205 > Train | Sample # 1152 | train_loss 0.4076 | train_acc 0.9036 | lr 0.000222 | running_time 0:06:19 | ETA 4:28:16
[INFO] Finetuning.py:205 > Train | Sample # 1160 | train_loss 0.4030 | train_acc 0.9219 | lr 0.000206 | running_time 0:06:21 | ETA 4:27:39
[INFO] Finetuning.py:205 > Train | Sample # 1168 | train_loss 0.7293 | train_acc 0.8047 | lr 0.000192 | running_time 0:06:23 | ETA 4:27:05
[INFO] Finetuning.py:205 > Train | Sample # 1176 | train_loss 0.7439 | train_acc 0.8177 | lr 0.000177 | running_time 0:06:25 | ETA 4:26:29
[INFO] Finetuning.py:205 > Train | Sample # 1184 | train_loss 0.5397 | train_acc 0.8698 | lr 0.000164 | running_time 0:06:26 | ETA 4:25:55
[INFO] Finetuning.py:205 > Train | Sample # 1192 | train_loss 0.4259 | train_acc 0.8880 | lr 0.000150 | running_time 0:06:28 | ETA 4:25:20
[INFO] Finetuning.py:205 > Train | Sample # 1200 | train_loss 0.6561 | train_acc 0.7995 | lr 0.000137 | running_time 0:06:30 | ETA 4:24:46
[INFO] Finetuning.py:215 > Test | Sample # 1200 | test_loss 2.1315 | test_acc 0.5256 | 
