Sun 25 Dec 2022 04:58:03 PM KST
NODELIST=vll1
MASTER_ADDR=vll1
conda 22.9.0
Python 3.8.11
Vit is used
[INFO] main.py:39 > Namespace(agem_batch=240, batchsize=16, data_dir='/local_datasets/puridiver/cifar100', dataset='cifar100', debug=False, distilling=True, eval_period=100, gpu_transform=True, imp_update_period=1, init_model=False, init_opt=False, log_path='results', lr=0.001, lr_length=10, lr_period=10, lr_step=0.95, m=10, memory_epoch=256, memory_size=2000, mir_cands=50, mode='Finetuning', model_name='vit', n=50, n_tasks=10, n_worker=0, note='[Finetuning]_T10_Adam_iblurry_cifar100_3epoch', num_gpus=1, online_iter=3.0, opt_name='adam', reg_coef=100, rnd_seed=1, sched_name='cos', temp_batchsize=None, topk=1, transforms=['cutmix', 'autoaug'], use_amp=True, workers_per_gpu=1)
[INFO] main.py:48 > Set the device (cuda)
[INFO] main.py:94 > Using train-transforms Compose(
    RandomCrop(size=(32, 32), padding=4)
    RandomHorizontalFlip(p=0.5)
    AutoAugment(policy=AutoAugmentPolicy.CIFAR10, fill=None)
    ConvertImageDtype()
    Normalize(mean=(0.5071, 0.4867, 0.4408), std=(0.2675, 0.2565, 0.2761))
)
[INFO] main.py:104 > [1] Select a CIL method (Finetuning)
[Selected Model: vit
[INFO] main.py:110 > [2] Incrementally training 10 tasks

##################################################
# Task 0 iteration
##################################################

[INFO] main.py:123 > [2-1] Prepare a datalist for the current task
[INFO] Finetuning.py:205 > Train | Sample # 8 | train_loss 3.9235 | train_acc 0.1771 | lr 0.000402 | running_time 0:00:03 | ETA 5:33:57
[INFO] Finetuning.py:205 > Train | Sample # 96 | train_loss 2.7967 | train_acc 0.1510 | lr 0.000960 | running_time 0:00:24 | ETA 3:32:11
[INFO] Finetuning.py:215 > Test | Sample # 100 | test_loss 3.5705 | test_acc 0.1467 | 
[INFO] Finetuning.py:205 > Train | Sample # 104 | train_loss 2.1161 | train_acc 0.2995 | lr 0.000883 | running_time 0:00:31 | ETA 4:08:05
[INFO] Finetuning.py:205 > Train | Sample # 112 | train_loss 3.2343 | train_acc 0.1589 | lr 0.000773 | running_time 0:00:32 | ETA 4:04:42
[INFO] Finetuning.py:205 > Train | Sample # 120 | train_loss 2.4332 | train_acc 0.1875 | lr 0.000639 | running_time 0:00:34 | ETA 4:01:52
[INFO] Finetuning.py:205 > Train | Sample # 128 | train_loss 2.5101 | train_acc 0.1901 | lr 0.000494 | running_time 0:00:36 | ETA 3:59:24
[INFO] Finetuning.py:205 > Train | Sample # 136 | train_loss 2.3347 | train_acc 0.2188 | lr 0.000349 | running_time 0:00:38 | ETA 3:57:04
[INFO] Finetuning.py:205 > Train | Sample # 144 | train_loss 2.3566 | train_acc 0.2135 | lr 0.000217 | running_time 0:00:40 | ETA 3:55:06
[INFO] Finetuning.py:205 > Train | Sample # 152 | train_loss 2.2674 | train_acc 0.2057 | lr 0.000110 | running_time 0:00:42 | ETA 3:53:12
[INFO] Finetuning.py:205 > Train | Sample # 160 | train_loss 2.0447 | train_acc 0.2708 | lr 0.000036 | running_time 0:00:44 | ETA 3:51:29
[INFO] Finetuning.py:205 > Train | Sample # 168 | train_loss 2.4935 | train_acc 0.1120 | lr 0.000002 | running_time 0:00:46 | ETA 3:50:00
[INFO] Finetuning.py:205 > Train | Sample # 176 | train_loss 2.9536 | train_acc 0.1719 | lr 0.000997 | running_time 0:00:48 | ETA 3:48:34
[INFO] Finetuning.py:205 > Train | Sample # 184 | train_loss 2.3704 | train_acc 0.2474 | lr 0.000984 | running_time 0:00:50 | ETA 3:47:17
[INFO] Finetuning.py:205 > Train | Sample # 192 | train_loss 2.4161 | train_acc 0.2526 | lr 0.000961 | running_time 0:00:52 | ETA 3:46:08
[INFO] Finetuning.py:205 > Train | Sample # 200 | train_loss 2.1559 | train_acc 0.2943 | lr 0.000927 | running_time 0:00:54 | ETA 3:45:00
[INFO] Finetuning.py:215 > Test | Sample # 200 | test_loss 4.5956 | test_acc 0.0994 | 
[INFO] Finetuning.py:205 > Train | Sample # 208 | train_loss 2.2378 | train_acc 0.2005 | lr 0.000885 | running_time 0:01:02 | ETA 4:09:50
[INFO] Finetuning.py:205 > Train | Sample # 216 | train_loss 2.3178 | train_acc 0.2031 | lr 0.000833 | running_time 0:01:04 | ETA 4:08:00
[INFO] Finetuning.py:205 > Train | Sample # 224 | train_loss 2.1761 | train_acc 0.2552 | lr 0.000775 | running_time 0:01:06 | ETA 4:06:16
[INFO] Finetuning.py:205 > Train | Sample # 232 | train_loss 2.0554 | train_acc 0.2943 | lr 0.000711 | running_time 0:01:08 | ETA 4:04:37
[INFO] Finetuning.py:205 > Train | Sample # 240 | train_loss 2.1817 | train_acc 0.2396 | lr 0.000642 | running_time 0:01:10 | ETA 4:03:04
[INFO] Finetuning.py:205 > Train | Sample # 248 | train_loss 2.2087 | train_acc 0.2135 | lr 0.000570 | running_time 0:01:12 | ETA 4:01:39
[INFO] Finetuning.py:205 > Train | Sample # 256 | train_loss 2.0041 | train_acc 0.3411 | lr 0.000497 | running_time 0:01:14 | ETA 4:00:17
[INFO] Finetuning.py:205 > Train | Sample # 264 | train_loss 2.1562 | train_acc 0.2917 | lr 0.000424 | running_time 0:01:16 | ETA 3:59:04
[INFO] Finetuning.py:205 > Train | Sample # 272 | train_loss 2.2296 | train_acc 0.2188 | lr 0.000352 | running_time 0:01:18 | ETA 3:57:53
[INFO] Finetuning.py:205 > Train | Sample # 280 | train_loss 2.0750 | train_acc 0.2734 | lr 0.000283 | running_time 0:01:19 | ETA 3:56:44
[INFO] Finetuning.py:205 > Train | Sample # 288 | train_loss 2.0592 | train_acc 0.2760 | lr 0.000220 | running_time 0:01:21 | ETA 3:55:39
[INFO] Finetuning.py:205 > Train | Sample # 296 | train_loss 2.1636 | train_acc 0.2188 | lr 0.000162 | running_time 0:01:23 | ETA 3:54:37
[INFO] Finetuning.py:215 > Test | Sample # 300 | test_loss 3.9939 | test_acc 0.1328 | 
[INFO] Finetuning.py:205 > Train | Sample # 304 | train_loss 2.4239 | train_acc 0.1745 | lr 0.000112 | running_time 0:01:32 | ETA 4:12:22
[INFO] Finetuning.py:205 > Train | Sample # 312 | train_loss 2.2475 | train_acc 0.2344 | lr 0.000070 | running_time 0:01:34 | ETA 4:10:57
[INFO] Finetuning.py:205 > Train | Sample # 320 | train_loss 2.1497 | train_acc 0.2266 | lr 0.000037 | running_time 0:01:36 | ETA 4:09:37
[INFO] Finetuning.py:205 > Train | Sample # 328 | train_loss 2.2535 | train_acc 0.1536 | lr 0.000014 | running_time 0:01:38 | ETA 4:08:23
[INFO] Finetuning.py:205 > Train | Sample # 336 | train_loss 2.2151 | train_acc 0.2552 | lr 0.000002 | running_time 0:01:40 | ETA 4:07:10
[INFO] Finetuning.py:205 > Train | Sample # 344 | train_loss 2.1338 | train_acc 0.3099 | lr 0.001000 | running_time 0:01:42 | ETA 4:06:02
[INFO] Finetuning.py:205 > Train | Sample # 352 | train_loss 2.2355 | train_acc 0.3125 | lr 0.000997 | running_time 0:01:44 | ETA 4:04:56
[INFO] Finetuning.py:205 > Train | Sample # 360 | train_loss 2.3794 | train_acc 0.1901 | lr 0.000992 | running_time 0:01:46 | ETA 4:03:55
[INFO] Finetuning.py:205 > Train | Sample # 368 | train_loss 2.1360 | train_acc 0.3203 | lr 0.000985 | running_time 0:01:48 | ETA 4:02:57
[INFO] Finetuning.py:205 > Train | Sample # 376 | train_loss 2.1235 | train_acc 0.2839 | lr 0.000974 | running_time 0:01:50 | ETA 4:01:58
[INFO] Finetuning.py:205 > Train | Sample # 384 | train_loss 2.0056 | train_acc 0.2969 | lr 0.000961 | running_time 0:01:51 | ETA 4:01:01
[INFO] Finetuning.py:205 > Train | Sample # 392 | train_loss 2.2868 | train_acc 0.2266 | lr 0.000946 | running_time 0:01:53 | ETA 4:00:07
[INFO] Finetuning.py:205 > Train | Sample # 400 | train_loss 2.1740 | train_acc 0.2578 | lr 0.000928 | running_time 0:01:55 | ETA 3:59:16
[INFO] Finetuning.py:215 > Test | Sample # 400 | test_loss 5.3440 | test_acc 0.0722 | 
[INFO] Finetuning.py:205 > Train | Sample # 408 | train_loss 2.0880 | train_acc 0.3073 | lr 0.000908 | running_time 0:02:06 | ETA 4:16:15
[INFO] Finetuning.py:205 > Train | Sample # 416 | train_loss 2.3435 | train_acc 0.1615 | lr 0.000886 | running_time 0:02:08 | ETA 4:15:08
[INFO] Finetuning.py:205 > Train | Sample # 424 | train_loss 2.1800 | train_acc 0.2812 | lr 0.000861 | running_time 0:02:10 | ETA 4:14:04
[INFO] Finetuning.py:205 > Train | Sample # 432 | train_loss 2.1002 | train_acc 0.3073 | lr 0.000835 | running_time 0:02:12 | ETA 4:13:00
[INFO] Finetuning.py:205 > Train | Sample # 440 | train_loss 2.2409 | train_acc 0.2240 | lr 0.000806 | running_time 0:02:14 | ETA 4:11:59
[INFO] Finetuning.py:205 > Train | Sample # 448 | train_loss 2.1557 | train_acc 0.2396 | lr 0.000777 | running_time 0:02:16 | ETA 4:10:59
[INFO] Finetuning.py:205 > Train | Sample # 456 | train_loss 2.1921 | train_acc 0.2891 | lr 0.000745 | running_time 0:02:18 | ETA 4:10:04
[INFO] Finetuning.py:205 > Train | Sample # 464 | train_loss 2.0769 | train_acc 0.3542 | lr 0.000712 | running_time 0:02:20 | ETA 4:09:08
[INFO] Finetuning.py:205 > Train | Sample # 472 | train_loss 2.2797 | train_acc 0.2161 | lr 0.000679 | running_time 0:02:21 | ETA 4:08:14
[INFO] Finetuning.py:205 > Train | Sample # 480 | train_loss 2.2865 | train_acc 0.2214 | lr 0.000644 | running_time 0:02:23 | ETA 4:07:22
[INFO] Finetuning.py:205 > Train | Sample # 488 | train_loss 2.2118 | train_acc 0.2604 | lr 0.000608 | running_time 0:02:25 | ETA 4:06:32
[INFO] Finetuning.py:205 > Train | Sample # 496 | train_loss 2.2228 | train_acc 0.2266 | lr 0.000572 | running_time 0:02:27 | ETA 4:05:44
[INFO] Finetuning.py:215 > Test | Sample # 500 | test_loss 5.5952 | test_acc 0.0869 | 
[INFO] Finetuning.py:205 > Train | Sample # 504 | train_loss 2.2732 | train_acc 0.2005 | lr 0.000535 | running_time 0:02:39 | ETA 4:21:17
[INFO] Finetuning.py:205 > Train | Sample # 512 | train_loss 2.1021 | train_acc 0.2760 | lr 0.000498 | running_time 0:02:41 | ETA 4:20:16
[INFO] Finetuning.py:205 > Train | Sample # 520 | train_loss 2.3159 | train_acc 0.1823 | lr 0.000462 | running_time 0:02:43 | ETA 4:19:18
[INFO] Finetuning.py:205 > Train | Sample # 528 | train_loss 2.1554 | train_acc 0.2708 | lr 0.000425 | running_time 0:02:45 | ETA 4:18:21
[INFO] Finetuning.py:205 > Train | Sample # 536 | train_loss 2.0076 | train_acc 0.3776 | lr 0.000389 | running_time 0:02:47 | ETA 4:17:25
[INFO] Finetuning.py:205 > Train | Sample # 544 | train_loss 2.3029 | train_acc 0.2005 | lr 0.000353 | running_time 0:02:49 | ETA 4:16:32
[INFO] Finetuning.py:205 > Train | Sample # 552 | train_loss 2.1525 | train_acc 0.2552 | lr 0.000319 | running_time 0:02:51 | ETA 4:15:38
[INFO] Finetuning.py:205 > Train | Sample # 560 | train_loss 2.0600 | train_acc 0.3542 | lr 0.000285 | running_time 0:02:53 | ETA 4:14:48
[INFO] Finetuning.py:205 > Train | Sample # 568 | train_loss 2.2601 | train_acc 0.2578 | lr 0.000252 | running_time 0:02:55 | ETA 4:13:56
[INFO] Finetuning.py:205 > Train | Sample # 576 | train_loss 2.2565 | train_acc 0.2344 | lr 0.000221 | running_time 0:02:56 | ETA 4:13:07
[INFO] Finetuning.py:205 > Train | Sample # 584 | train_loss 2.0244 | train_acc 0.3151 | lr 0.000191 | running_time 0:02:58 | ETA 4:12:19
[INFO] Finetuning.py:205 > Train | Sample # 592 | train_loss 2.0642 | train_acc 0.2943 | lr 0.000163 | running_time 0:03:00 | ETA 4:11:33
[INFO] Finetuning.py:205 > Train | Sample # 600 | train_loss 2.0036 | train_acc 0.2578 | lr 0.000137 | running_time 0:03:02 | ETA 4:10:47
[INFO] Finetuning.py:215 > Test | Sample # 600 | test_loss 5.6546 | test_acc 0.1018 | 
[INFO] Finetuning.py:205 > Train | Sample # 608 | train_loss 2.0148 | train_acc 0.2552 | lr 0.000113 | running_time 0:03:15 | ETA 4:24:35
[INFO] Finetuning.py:205 > Train | Sample # 616 | train_loss 1.9356 | train_acc 0.3490 | lr 0.000090 | running_time 0:03:17 | ETA 4:23:40
[INFO] Finetuning.py:205 > Train | Sample # 624 | train_loss 2.1223 | train_acc 0.3125 | lr 0.000070 | running_time 0:03:19 | ETA 4:22:47
[INFO] Finetuning.py:205 > Train | Sample # 632 | train_loss 2.5019 | train_acc 0.2031 | lr 0.000053 | running_time 0:03:21 | ETA 4:21:56
[INFO] Finetuning.py:205 > Train | Sample # 640 | train_loss 2.5419 | train_acc 0.2214 | lr 0.000037 | running_time 0:03:23 | ETA 4:21:06
[INFO] Finetuning.py:205 > Train | Sample # 648 | train_loss 2.2265 | train_acc 0.2083 | lr 0.000025 | running_time 0:03:25 | ETA 4:20:18
[INFO] Finetuning.py:205 > Train | Sample # 656 | train_loss 2.1838 | train_acc 0.2552 | lr 0.000015 | running_time 0:03:27 | ETA 4:19:31
[INFO] Finetuning.py:205 > Train | Sample # 664 | train_loss 2.3136 | train_acc 0.2161 | lr 0.000007 | running_time 0:03:28 | ETA 4:18:45
[INFO] Finetuning.py:205 > Train | Sample # 672 | train_loss 2.4731 | train_acc 0.1875 | lr 0.000002 | running_time 0:03:30 | ETA 4:17:59
[INFO] Finetuning.py:205 > Train | Sample # 680 | train_loss 2.1581 | train_acc 0.2448 | lr 0.000000 | running_time 0:03:32 | ETA 4:17:13
[INFO] Finetuning.py:205 > Train | Sample # 688 | train_loss 2.0920 | train_acc 0.2760 | lr 0.001000 | running_time 0:03:34 | ETA 4:16:29
[INFO] Finetuning.py:205 > Train | Sample # 696 | train_loss 2.2247 | train_acc 0.3125 | lr 0.000999 | running_time 0:03:36 | ETA 4:15:47
[INFO] Finetuning.py:215 > Test | Sample # 700 | test_loss 5.8112 | test_acc 0.0720 | 
[INFO] Finetuning.py:205 > Train | Sample # 704 | train_loss 2.1862 | train_acc 0.2708 | lr 0.000998 | running_time 0:03:50 | ETA 4:28:30
[INFO] Finetuning.py:205 > Train | Sample # 712 | train_loss 2.4972 | train_acc 0.2083 | lr 0.000995 | running_time 0:03:51 | ETA 4:27:39
[INFO] Finetuning.py:205 > Train | Sample # 720 | train_loss 2.1956 | train_acc 0.2917 | lr 0.000993 | running_time 0:03:53 | ETA 4:26:50
[INFO] Finetuning.py:205 > Train | Sample # 728 | train_loss 2.2177 | train_acc 0.3125 | lr 0.000989 | running_time 0:03:55 | ETA 4:26:02
[INFO] Finetuning.py:205 > Train | Sample # 736 | train_loss 2.1028 | train_acc 0.3333 | lr 0.000985 | running_time 0:03:57 | ETA 4:25:15
[INFO] Finetuning.py:205 > Train | Sample # 744 | train_loss 2.2009 | train_acc 0.2578 | lr 0.000980 | running_time 0:03:59 | ETA 4:24:29
[INFO] Finetuning.py:205 > Train | Sample # 752 | train_loss 2.3596 | train_acc 0.1927 | lr 0.000975 | running_time 0:04:01 | ETA 4:23:43
[INFO] Finetuning.py:205 > Train | Sample # 760 | train_loss 2.3596 | train_acc 0.2240 | lr 0.000968 | running_time 0:04:03 | ETA 4:23:00
[INFO] Finetuning.py:205 > Train | Sample # 768 | train_loss 2.2081 | train_acc 0.2995 | lr 0.000962 | running_time 0:04:05 | ETA 4:22:16
[INFO] Finetuning.py:205 > Train | Sample # 776 | train_loss 2.1546 | train_acc 0.3203 | lr 0.000954 | running_time 0:04:07 | ETA 4:21:34
[INFO] Finetuning.py:205 > Train | Sample # 784 | train_loss 2.1066 | train_acc 0.3203 | lr 0.000946 | running_time 0:04:09 | ETA 4:20:52
[INFO] Finetuning.py:205 > Train | Sample # 792 | train_loss 2.1803 | train_acc 0.2943 | lr 0.000938 | running_time 0:04:11 | ETA 4:20:11
[INFO] Finetuning.py:205 > Train | Sample # 800 | train_loss 2.1847 | train_acc 0.2526 | lr 0.000928 | running_time 0:04:13 | ETA 4:19:30
[INFO] Finetuning.py:215 > Test | Sample # 800 | test_loss 6.9881 | test_acc 0.0712 | 
[INFO] Finetuning.py:205 > Train | Sample # 808 | train_loss 2.0143 | train_acc 0.3490 | lr 0.000919 | running_time 0:04:27 | ETA 4:31:41
[INFO] Finetuning.py:205 > Train | Sample # 816 | train_loss 1.9234 | train_acc 0.3776 | lr 0.000908 | running_time 0:04:29 | ETA 4:30:55
[INFO] Finetuning.py:205 > Train | Sample # 824 | train_loss 2.1398 | train_acc 0.2995 | lr 0.000897 | running_time 0:04:31 | ETA 4:30:09
[INFO] Finetuning.py:205 > Train | Sample # 832 | train_loss 2.0883 | train_acc 0.2760 | lr 0.000886 | running_time 0:04:33 | ETA 4:29:25
[INFO] Finetuning.py:205 > Train | Sample # 840 | train_loss 2.2601 | train_acc 0.2292 | lr 0.000874 | running_time 0:04:35 | ETA 4:28:41
[INFO] Finetuning.py:205 > Train | Sample # 848 | train_loss 2.3123 | train_acc 0.2109 | lr 0.000862 | running_time 0:04:37 | ETA 4:27:58
[INFO] Finetuning.py:205 > Train | Sample # 856 | train_loss 2.4042 | train_acc 0.1823 | lr 0.000849 | running_time 0:04:39 | ETA 4:27:17
[INFO] Finetuning.py:205 > Train | Sample # 864 | train_loss 2.0707 | train_acc 0.3568 | lr 0.000835 | running_time 0:04:41 | ETA 4:26:35
[INFO] Finetuning.py:205 > Train | Sample # 872 | train_loss 2.3808 | train_acc 0.2292 | lr 0.000821 | running_time 0:04:43 | ETA 4:25:55
[INFO] Finetuning.py:205 > Train | Sample # 880 | train_loss 2.3202 | train_acc 0.2734 | lr 0.000807 | running_time 0:04:45 | ETA 4:25:15
[INFO] Finetuning.py:205 > Train | Sample # 888 | train_loss 2.2207 | train_acc 0.2500 | lr 0.000792 | running_time 0:04:47 | ETA 4:24:36
[INFO] Finetuning.py:205 > Train | Sample # 896 | train_loss 2.1405 | train_acc 0.3125 | lr 0.000777 | running_time 0:04:48 | ETA 4:23:57
[INFO] Finetuning.py:215 > Test | Sample # 900 | test_loss 5.9209 | test_acc 0.0647 | 
[INFO] Finetuning.py:205 > Train | Sample # 904 | train_loss 2.0667 | train_acc 0.2917 | lr 0.000762 | running_time 0:05:04 | ETA 4:35:49
[INFO] Finetuning.py:205 > Train | Sample # 912 | train_loss 2.2042 | train_acc 0.2656 | lr 0.000746 | running_time 0:05:06 | ETA 4:35:06
[INFO] Finetuning.py:205 > Train | Sample # 920 | train_loss 2.2514 | train_acc 0.2682 | lr 0.000730 | running_time 0:05:08 | ETA 4:34:23
[INFO] Finetuning.py:205 > Train | Sample # 928 | train_loss 2.1811 | train_acc 0.2005 | lr 0.000713 | running_time 0:05:10 | ETA 4:33:40
[INFO] Finetuning.py:205 > Train | Sample # 936 | train_loss 2.1695 | train_acc 0.3672 | lr 0.000696 | running_time 0:05:12 | ETA 4:32:58
[INFO] Finetuning.py:205 > Train | Sample # 944 | train_loss 2.1626 | train_acc 0.3307 | lr 0.000679 | running_time 0:05:14 | ETA 4:32:17
[INFO] Finetuning.py:205 > Train | Sample # 952 | train_loss 2.1756 | train_acc 0.2760 | lr 0.000662 | running_time 0:05:16 | ETA 4:31:36
[INFO] Finetuning.py:205 > Train | Sample # 960 | train_loss 2.1309 | train_acc 0.2891 | lr 0.000644 | running_time 0:05:18 | ETA 4:30:55
[INFO] Finetuning.py:205 > Train | Sample # 968 | train_loss 2.2287 | train_acc 0.2812 | lr 0.000627 | running_time 0:05:20 | ETA 4:30:15
[INFO] Finetuning.py:205 > Train | Sample # 976 | train_loss 2.2277 | train_acc 0.2448 | lr 0.000609 | running_time 0:05:22 | ETA 4:29:36
[INFO] Finetuning.py:205 > Train | Sample # 984 | train_loss 2.0253 | train_acc 0.3438 | lr 0.000591 | running_time 0:05:23 | ETA 4:28:58
[INFO] Finetuning.py:205 > Train | Sample # 992 | train_loss 2.1913 | train_acc 0.2135 | lr 0.000573 | running_time 0:05:25 | ETA 4:28:20
[INFO] Finetuning.py:205 > Train | Sample # 1000 | train_loss 2.5371 | train_acc 0.2083 | lr 0.000554 | running_time 0:05:27 | ETA 4:27:43
[INFO] Finetuning.py:215 > Test | Sample # 1000 | test_loss 5.3509 | test_acc 0.0489 | 
[INFO] Finetuning.py:205 > Train | Sample # 1008 | train_loss 2.1716 | train_acc 0.2578 | lr 0.000536 | running_time 0:05:44 | ETA 4:38:54
[INFO] Finetuning.py:205 > Train | Sample # 1016 | train_loss 2.3325 | train_acc 0.2214 | lr 0.000518 | running_time 0:05:46 | ETA 4:38:13
[INFO] Finetuning.py:205 > Train | Sample # 1024 | train_loss 2.2245 | train_acc 0.2474 | lr 0.000499 | running_time 0:05:48 | ETA 4:37:33
[INFO] Finetuning.py:205 > Train | Sample # 1032 | train_loss 2.5569 | train_acc 0.2031 | lr 0.000481 | running_time 0:05:50 | ETA 4:36:53
[INFO] Finetuning.py:205 > Train | Sample # 1040 | train_loss 2.1857 | train_acc 0.2995 | lr 0.000462 | running_time 0:05:52 | ETA 4:36:13
[INFO] Finetuning.py:205 > Train | Sample # 1048 | train_loss 2.4443 | train_acc 0.2240 | lr 0.000444 | running_time 0:05:53 | ETA 4:35:34
[INFO] Finetuning.py:205 > Train | Sample # 1056 | train_loss 2.2669 | train_acc 0.2865 | lr 0.000426 | running_time 0:05:55 | ETA 4:34:56
[INFO] Finetuning.py:205 > Train | Sample # 1064 | train_loss 2.2747 | train_acc 0.2760 | lr 0.000408 | running_time 0:05:57 | ETA 4:34:18
[INFO] Finetuning.py:205 > Train | Sample # 1072 | train_loss 2.3395 | train_acc 0.2474 | lr 0.000390 | running_time 0:05:59 | ETA 4:33:40
[INFO] Finetuning.py:205 > Train | Sample # 1080 | train_loss 2.3103 | train_acc 0.2708 | lr 0.000372 | running_time 0:06:01 | ETA 4:33:02
[INFO] Finetuning.py:205 > Train | Sample # 1088 | train_loss 2.2912 | train_acc 0.3229 | lr 0.000354 | running_time 0:06:03 | ETA 4:32:26
[INFO] Finetuning.py:205 > Train | Sample # 1096 | train_loss 2.5669 | train_acc 0.2109 | lr 0.000337 | running_time 0:06:05 | ETA 4:31:50
[INFO] Finetuning.py:215 > Test | Sample # 1100 | test_loss 6.8854 | test_acc 0.0449 | 
[INFO] Finetuning.py:205 > Train | Sample # 1104 | train_loss 2.2334 | train_acc 0.3255 | lr 0.000319 | running_time 0:06:23 | ETA 4:42:51
[INFO] Finetuning.py:205 > Train | Sample # 1112 | train_loss 2.3147 | train_acc 0.3073 | lr 0.000302 | running_time 0:06:25 | ETA 4:42:11
[INFO] Finetuning.py:205 > Train | Sample # 1120 | train_loss 2.5292 | train_acc 0.2057 | lr 0.000286 | running_time 0:06:27 | ETA 4:41:31
[INFO] Finetuning.py:205 > Train | Sample # 1128 | train_loss 2.2673 | train_acc 0.2656 | lr 0.000269 | running_time 0:06:28 | ETA 4:40:52
[INFO] Finetuning.py:205 > Train | Sample # 1136 | train_loss 2.3281 | train_acc 0.2292 | lr 0.000253 | running_time 0:06:30 | ETA 4:40:14
[INFO] Finetuning.py:205 > Train | Sample # 1144 | train_loss 2.1663 | train_acc 0.3021 | lr 0.000237 | running_time 0:06:32 | ETA 4:39:36
[INFO] Finetuning.py:205 > Train | Sample # 1152 | train_loss 2.0385 | train_acc 0.3411 | lr 0.000222 | running_time 0:06:34 | ETA 4:38:59
[INFO] Finetuning.py:205 > Train | Sample # 1160 | train_loss 2.0998 | train_acc 0.3229 | lr 0.000206 | running_time 0:06:36 | ETA 4:38:22
[INFO] Finetuning.py:205 > Train | Sample # 1168 | train_loss 2.3735 | train_acc 0.1745 | lr 0.000192 | running_time 0:06:38 | ETA 4:37:47
[INFO] Finetuning.py:205 > Train | Sample # 1176 | train_loss 2.2233 | train_acc 0.3385 | lr 0.000177 | running_time 0:06:40 | ETA 4:37:10
[INFO] Finetuning.py:205 > Train | Sample # 1184 | train_loss 2.2908 | train_acc 0.2708 | lr 0.000164 | running_time 0:06:42 | ETA 4:36:35
[INFO] Finetuning.py:205 > Train | Sample # 1192 | train_loss 2.0274 | train_acc 0.3516 | lr 0.000150 | running_time 0:06:44 | ETA 4:36:00
[INFO] Finetuning.py:205 > Train | Sample # 1200 | train_loss 2.3421 | train_acc 0.2734 | lr 0.000137 | running_time 0:06:46 | ETA 4:35:25
